	Rn	Rp	Rtotal	Tc_average	Tc_cooling	Tc_warming	bias_freq	physical_name
0136.1.3.3362	1.3710649484147892	1.146744791030838	2.517809739445627	0.5504196435574684	0.5506293545106615	0.5502099326042753	3362274.174578488	116.150.x
0136.1.3.3412	1.0918703364077396	0.9885449046619144	2.080415241069654	0.5504196435574684	0.5506293545106615	0.5502099326042753	3412094.1208675504	66.150.x
0136.1.3.3482	1.412390401947915	1.0360364302188925	2.4484268321668075	0.5504196435574684	0.5506293545106615	0.5502099326042753	3481674.1989925504	66.150.y
0136.1.3.3534	1.085519836631876	0.9010557870017459	1.9865756236336218	0.5504196435574684	0.5506293545106615	0.5502099326042753	3533401.4939144254	12.150.y
0136.1.3.3594	1.0117077974488693	0.9358612627431617	1.947569060192031	0.5504196435574684	0.5506293545106615	0.5502099326042753	3593444.828875363	12.150.x
0136.1.3.3658	-0.2439439850758589	1.5538411524608864	1.3098971673850275	0.5504196435574684	0.5506293545106615	0.5502099326042753	3658370.9763363004	lc_resistor
0136.1.3.3970	0.9885454922597097	0.9046810746993432	1.893226566959053	0.5504196435574684	0.5506293545106615	0.5502099326042753	3970108.0368831754	23.220.y
0136.1.3.4040	1.0193917766563776	0.786376215336144	1.8057679919925216	0.5504196435574684	0.5506293545106615	0.5502099326042753	4040298.4665706754	23.220.x
0136.1.3.4114	0.9333068437130787	0.750608835064069	1.6839156787771477	0.5504196435574684	0.5506293545106615	0.5502099326042753	4113388.0661800504	12.220.x
0136.1.3.4186	0.9095387808594636	0.6916529410773339	1.6011917219367975	0.5504196435574684	0.5506293545106615	0.5502099326042753	4185409.5505550504	12.220.y
0136.1.3.4390	0.8894053548640872	0.7625598187840945	1.6519651736481817	0.5504196435574684	0.5506293545106615	0.5502099326042753	4390869.145281613	99.220.x
0136.1.3.4618	0.9749538215772704	0.746069578741104	1.7210234003183744	0.5504196435574684	0.5506293545106615	0.5502099326042753	4618377.690203488	116.220.x
0136.1.3.4862	-0.38897600277201416	0.5127354777949837	0.12375947502296955	0.5504196435574684	0.5506293545106615	0.5502099326042753	4862442.021258175	11.220.y
0136.1.3.4942	1.5538072879227762	0.663298637082529	2.2171059250053053	0.5013699082085786	0.5505802528839041	0.4521595635332531	4941482.548601925	11.220.x
0136.1.3.5198	1.5235540918022952	0.5842751124509291	2.1078292042532243	0.499928239855787	0.5505802528839041	0.4492762268276699	5197296.147234738	66.220.y
0136.1.3.5290	1.500681918315127	0.5328082639823937	2.0334901822975207	0.4413302267109581	0.4329685349064505	0.4496919185154657	5290145.87868005	66.220.x
0136.1.4.5074	1.5218553707704894	0.5025683805222191	2.0244237512927086	0.4421039337243855	0.43372913543264247	0.45047873201612854	5073852.543719113	79.220.y
0136.1.4.5250	1.700620431375907	0.5818608098695559	2.282481241245463	0.4405821533942035	0.4322072770115124	0.4489570297768946	5249176.030047238	115.220.x
0136.2.1.1690	1.1800667257289699	0.2677070679404634	1.4477737936694333	0.4409228452277618	0.43262076875875266	0.449224921696771	1689834.5993831754	147.90.y
0136.2.1.1714	1.3336191868493097	0.2826210708590575	1.6162402577083672	0.43979174651281483	0.43141046862307775	0.4481730244025519	1713943.4861019254	147.90.x
0136.2.1.1742	1.3034236495348934	0.28698736160257277	1.590411011137466	0.43755830863584866	0.42918554716749924	0.44593107010419814	1742706.3034847379	148.90.x
0136.2.1.1762	1.5526999350337056	0.30061638451426176	1.8533163195479674	0.4396621047490442	0.4313020818867983	0.4480221276112902	1761093.1443050504	148.90.y
0136.2.1.1802	1.390830776072232	0.2877660403356438	1.6785968164078757	0.44089611379331306	0.43258341604806105	0.449208811538565	1801147.4655941129	164.90.y
0136.2.1.1838	1.3664371240472366	0.28928865968205214	1.6557257837292887	0.44235556591506137	0.43403048795627797	0.45068064387384477	1837844.8532894254	164.90.x
